Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD,calendar_week
2019-11-11,LTCUSD,63.65,64.31,60.41,61.76,7681.16,476228.06,46
2019-11-10,LTCUSD,62.03,66.16,61.01,63.65,20944.97,1330376.32,45
2019-11-09,LTCUSD,60.33,62.28,60.33,62.03,2522.59,154553.62,45
2019-11-08,LTCUSD,61.29,62.39,58.79,60.33,9434.01,571356.77,45
2019-11-07,LTCUSD,64.16,64.27,60.27,61.29,8569.75,532167.61,45
2019-11-06,LTCUSD,63.2,64.33,62.62,64.16,6568.01,416659.47,45
2019-11-05,LTCUSD,61.5,64.17,61.07,63.2,7075.55,446040.82,45
2019-11-04,LTCUSD,58.43,62.81,57.93,61.5,12539.67,757397.96,45
2019-11-03,LTCUSD,58.46,58.8,57.4,58.43,3766.61,218907.25,44
2019-11-02,LTCUSD,58.5,59.32,57.97,58.46,2841.84,166265.86,44
2019-11-01,LTCUSD,58.48,58.88,56.84,58.5,7084.52,410230.48,44
2019-10-31,LTCUSD,58.08,59.69,57.19,58.48,5932.34,345667.65,44
2019-10-30,LTCUSD,59.92,61.01,56.98,58.08,6601.85,386168.87,44
2019-10-29,LTCUSD,57.85,60.77,57.85,59.92,6324.5,376563.7,44
2019-10-28,LTCUSD,59.91,62.67,57.61,57.85,13189.24,781787.98,44
2019-10-27,LTCUSD,57.2,62.8,55.86,59.91,7880.54,470519.97,43
2019-10-26,LTCUSD,57.01,64.07,54.31,57.2,16512.87,977372.95,43
2019-10-25,LTCUSD,49.8,58.87,48.06,57.01,17003.39,922403.77,43
2019-10-24,LTCUSD,49.66,50.25,48.49,49.8,4617.01,229431.68,43
2019-10-23,LTCUSD,53.43,53.47,47.31,49.66,15472.45,768494.62,43
2019-10-22,LTCUSD,54.8,55.07,53.09,53.43,2613.19,141681.15,43
2019-10-21,LTCUSD,54.85,55.78,53.81,54.8,2567.49,140595.55,43
2019-10-20,LTCUSD,53.74,55.48,52.77,54.85,3409.19,184542.14,42
2019-10-19,LTCUSD,53.25,54.13,52.75,53.74,1502.43,80527.11,42
2019-10-18,LTCUSD,54.96,54.96,52.21,53.25,6754.56,357501.42,42
2019-10-17,LTCUSD,52.51,55.17,51.55,54.96,14707.27,779056.33,42
2019-10-16,LTCUSD,54.62,55.37,51.13,52.51,7222.73,377734.43,42
2019-10-15,LTCUSD,56.74,57.43,53.13,54.62,15868.63,887757.3,42
2019-10-14,LTCUSD,56.57,57.16,56.17,56.74,1636.44,92783.86,42
2019-10-13,LTCUSD,55.86,57.93,55.67,56.57,2201.92,125215.5,41
2019-10-12,LTCUSD,55.95,56.59,55.63,55.86,869.5,48751.55,41
2019-10-11,LTCUSD,57.64,58.48,55.47,55.95,12598.78,713373.71,41
2019-10-10,LTCUSD,59.5,59.5,57.26,57.64,3682.08,214531.89,41
2019-10-09,LTCUSD,57.13,60.09,56.29,59.5,8107.48,473908.72,41
2019-10-08,LTCUSD,57.56,58.44,56.58,57.13,4788.99,274514.69,41
2019-10-07,LTCUSD,54.5,58.61,53.36,57.56,6190.26,351775.62,41
2019-10-06,LTCUSD,56.86,56.86,53.28,54.5,3116.68,171209.69,40
2019-10-05,LTCUSD,56.45,57.43,55.75,56.86,2474.15,139674.56,40
2019-10-04,LTCUSD,56.39,57.4,55.27,56.45,6571.21,369140.91,40
2019-10-03,LTCUSD,56.43,56.7,53.63,56.39,10089.79,557004.35,40
2019-10-02,LTCUSD,55.85,56.74,55.27,56.43,4115.5,230214.62,40
2019-10-01,LTCUSD,56.1,57.6,54.88,55.85,11394.43,639924.76,40
2019-09-30,LTCUSD,54.02,56.33,52.61,56.1,6715.14,365577.98,40
2019-09-29,LTCUSD,55.44,55.59,52.22,54.02,5022.05,272621.62,39
2019-09-28,LTCUSD,55.89,56.33,54.06,55.44,3717.56,205795.95,39
2019-09-27,LTCUSD,55.11,56.88,52.7,55.89,5155.73,281163.7,39
2019-09-26,LTCUSD,57.55,57.55,50.32,55.11,12797.17,695399.76,39
2019-09-25,LTCUSD,55.28,58.95,53.1,57.55,19968.98,1121204.95,39
2019-09-24,LTCUSD,66.49,67.28,54.0,55.28,24346.32,1483779.28,39
2019-09-23,LTCUSD,72.5,74.0,61.94,66.49,25770.89,1737183.76,39
2019-09-22,LTCUSD,73.31,73.31,71.19,72.5,7853.48,565240.63,38
2019-09-21,LTCUSD,75.37,75.48,72.2,73.31,6523.44,479316.11,38
2019-09-20,LTCUSD,76.37,76.58,72.92,75.37,8190.57,614659.86,38
2019-09-19,LTCUSD,77.66,77.67,72.71,76.37,16271.49,1220011.15,38
2019-09-18,LTCUSD,73.91,80.37,73.91,77.66,7300.32,563401.73,38
2019-09-17,LTCUSD,72.76,77.5,72.39,73.91,12330.89,919460.44,38
2019-09-16,LTCUSD,70.24,73.64,69.5,72.76,5942.57,422473.77,38
2019-09-15,LTCUSD,70.72,71.47,69.84,70.24,2236.44,157108.1,37
2019-09-14,LTCUSD,68.89,71.5,68.38,70.72,2573.39,180178.57,37
2019-09-13,LTCUSD,69.34,69.7,67.44,68.89,5874.38,402313.35,37
2019-09-12,LTCUSD,69.68,69.98,68.39,69.34,2054.99,141838.96,37
2019-09-11,LTCUSD,70.91,71.6,68.23,69.68,4036.42,282906.02,37
2019-09-10,LTCUSD,70.0,73.01,69.67,70.91,8070.42,572505.4,37
2019-09-09,LTCUSD,70.66,71.45,67.87,70.0,4365.45,304642.49,37
2019-09-08,LTCUSD,68.91,71.57,68.43,70.66,4783.74,335257.99,36
2019-09-07,LTCUSD,65.02,70.5,64.81,68.91,4023.25,275777.37,36
2019-09-06,LTCUSD,65.47,68.21,64.0,65.02,5564.73,367383.55,36
2019-09-05,LTCUSD,67.21,67.32,64.19,65.47,7635.55,498823.94,36
2019-09-04,LTCUSD,69.41,69.41,66.64,67.21,3727.82,253108.41,36
2019-09-03,LTCUSD,67.2,70.95,66.75,69.41,7680.3,525791.97,36
2019-09-02,LTCUSD,66.22,68.17,64.98,67.2,4890.53,324108.8,36
2019-09-01,LTCUSD,64.29,67.21,64.16,66.22,4993.53,326535.54,35
2019-08-31,LTCUSD,64.05,65.32,62.48,64.29,4825.01,306816.75,35
2019-08-30,LTCUSD,63.54,65.58,62.15,64.05,8687.12,553149.79,35
2019-08-29,LTCUSD,66.82,66.82,62.11,63.54,14421.28,931964.09,35
2019-08-28,LTCUSD,72.6,72.99,64.63,66.82,19925.55,1368753.77,35
2019-08-27,LTCUSD,73.56,73.56,72.1,72.6,4510.16,327773.25,35
2019-08-26,LTCUSD,72.3,75.51,72.3,73.56,4974.95,369545.79,35
2019-08-25,LTCUSD,73.47,74.82,70.88,72.3,1616.94,116221.45,34
2019-08-24,LTCUSD,75.57,75.64,71.79,73.47,2840.5,208575.1,34
2019-08-23,LTCUSD,73.95,76.01,72.19,75.57,4100.82,305273.19,34
2019-08-22,LTCUSD,72.76,74.56,71.05,73.95,2894.58,211961.78,34
2019-08-21,LTCUSD,75.11,75.32,69.9,72.76,10834.94,783610.05,34
2019-08-20,LTCUSD,77.18,77.34,73.68,75.11,3558.11,268481.33,34
2019-08-19,LTCUSD,76.36,78.84,75.67,77.18,10277.27,792689.96,34
2019-08-18,LTCUSD,72.74,78.04,71.53,76.36,8284.01,622417.28,33
2019-08-17,LTCUSD,74.79,75.38,71.82,72.74,4492.7,328337.94,33
2019-08-16,LTCUSD,76.3,76.46,72.44,74.79,6358.59,472065.18,33
2019-08-15,LTCUSD,75.41,77.68,70.24,76.3,8279.66,619443.26,33
2019-08-14,LTCUSD,84.36,85.83,74.77,75.41,17024.35,1353191.26,33
2019-08-13,LTCUSD,85.66,86.52,82.99,84.36,7413.75,626688.34,33
2019-08-12,LTCUSD,90.03,90.03,85.37,85.66,8972.27,780504.83,33
2019-08-11,LTCUSD,85.17,91.46,84.93,90.03,6456.32,573674.83,32
2019-08-10,LTCUSD,84.36,87.15,81.51,85.17,19209.2,1626685.83,32
2019-08-09,LTCUSD,89.95,89.95,82.36,84.36,19508.69,1660565.96,32
2019-08-08,LTCUSD,90.48,92.73,87.7,89.95,8451.02,761184.45,32
2019-08-07,LTCUSD,92.99,94.3,87.3,90.48,13277.28,1204640.87,32
2019-08-06,LTCUSD,96.24,99.24,90.97,92.99,11280.95,1064416.21,32
2019-08-05,LTCUSD,93.17,107.1,92.93,96.24,22899.71,2266335.39,32
2019-08-04,LTCUSD,94.11,94.73,90.56,93.17,5379.13,498663.61,31
2019-08-03,LTCUSD,94.99,96.69,93.61,94.11,13609.52,1292704.64,31
2019-08-02,LTCUSD,98.95,98.95,92.68,94.99,8646.96,830016.56,31
2019-08-01,LTCUSD,98.89,100.85,96.0,98.95,7476.53,737271.87,31
2019-07-31,LTCUSD,90.33,99.85,90.16,98.89,9136.67,879979.68,31
2019-07-30,LTCUSD,90.26,92.9,88.35,90.33,2911.42,263175.27,31
2019-07-29,LTCUSD,90.02,92.25,87.81,90.26,7253.78,655022.58,31
2019-07-28,LTCUSD,88.62,90.79,83.19,90.02,6430.27,566491.05,30
2019-07-27,LTCUSD,94.5,96.36,86.79,88.62,9431.92,848399.28,30
2019-07-26,LTCUSD,93.54,95.19,90.19,94.5,5725.79,533864.2,30
2019-07-25,LTCUSD,94.52,96.66,91.5,93.54,7060.89,665561.56,30
2019-07-24,LTCUSD,89.8,97.1,87.0,94.52,15662.89,1440331.97,30
2019-07-23,LTCUSD,95.13,95.13,88.51,89.8,15426.1,1407336.89,30
2019-07-22,LTCUSD,99.83,100.94,91.24,95.13,22295.55,2110206.86,30
2019-07-21,LTCUSD,100.01,101.61,96.43,99.83,3756.18,370299.37,29
2019-07-20,LTCUSD,98.59,105.99,97.83,100.01,10082.16,1033645.03,29
2019-07-19,LTCUSD,101.31,101.64,95.0,98.59,12197.13,1190129.78,29
2019-07-18,LTCUSD,90.09,104.88,87.14,101.31,30205.55,2893249.18,29
2019-07-17,LTCUSD,79.75,94.74,77.0,90.09,44845.16,3940531.35,29
2019-07-16,LTCUSD,90.76,91.99,76.68,79.75,51202.83,4237564.34,29
2019-07-15,LTCUSD,89.9,93.62,84.9,90.76,23515.56,2098727.12,29
2019-07-14,LTCUSD,101.01,101.81,88.05,89.9,22878.25,2126554.21,28
2019-07-13,LTCUSD,105.15,105.41,97.78,101.01,8988.62,909326.91,28
2019-07-12,LTCUSD,102.77,107.07,100.79,105.15,7869.81,822284.87,28
2019-07-11,LTCUSD,108.41,108.41,95.3,102.79,39241.79,3960353.42,28
2019-07-10,LTCUSD,119.2,120.49,102.43,108.41,78982.55,8564528.84,28
2019-07-09,LTCUSD,123.36,124.21,117.95,119.2,16803.31,2022451.26,28
2019-07-08,LTCUSD,120.53,125.19,118.5,123.36,15200.81,1840509.37,28
2019-07-07,LTCUSD,118.37,121.0,117.15,120.53,3924.67,466338.41,27
2019-07-06,LTCUSD,118.5,122.02,117.42,118.37,6225.03,745045.56,27
2019-07-05,LTCUSD,119.94,120.85,116.68,118.5,11631.59,1377300.7,27
2019-07-04,LTCUSD,122.08,127.23,118.63,119.94,12656.83,1553309.97,27
2019-07-03,LTCUSD,118.54,122.93,117.36,122.08,12289.03,1479567.49,27
2019-07-02,LTCUSD,120.66,120.66,112.07,118.54,23816.92,2780719.33,27
2019-07-01,LTCUSD,121.51,126.16,113.72,120.66,19482.48,2315571.68,27
2019-06-30,LTCUSD,133.61,136.5,119.48,121.51,16013.37,2044226.79,26
2019-06-29,LTCUSD,119.74,136.28,115.01,133.61,22184.71,2854123.04,26
2019-06-28,LTCUSD,114.1,121.69,112.43,119.74,9596.61,1122519.63,26
2019-06-27,LTCUSD,130.81,132.18,109.88,114.1,28893.65,3388120.14,26
2019-06-26,LTCUSD,135.5,138.0,125.77,130.81,31279.72,4181728.08,26
2019-06-25,LTCUSD,135.53,138.2,128.88,135.5,13213.52,1770117.29,26
2019-06-24,LTCUSD,136.54,136.58,132.2,135.53,11814.04,1592841.6,26
2019-06-23,LTCUSD,141.63,141.99,135.73,136.54,4361.25,608051.73,25
2019-06-22,LTCUSD,139.34,146.08,137.0,141.63,25929.27,3641121.96,25
2019-06-21,LTCUSD,135.68,142.11,135.6,139.34,40126.95,5533864.37,25
2019-06-20,LTCUSD,136.69,137.04,133.52,135.68,12040.76,1631714.94,25
2019-06-19,LTCUSD,135.37,139.63,133.72,136.69,11899.02,1630822.98,25
2019-06-18,LTCUSD,134.16,136.98,129.0,135.37,11621.13,1546137.24,25
2019-06-17,LTCUSD,136.7,137.34,132.35,134.16,6562.97,881576.06,25
2019-06-16,LTCUSD,138.57,139.21,133.79,136.7,4373.6,595810.97,24
2019-06-15,LTCUSD,132.92,139.9,132.9,138.57,8740.6,1192473.38,24
2019-06-14,LTCUSD,131.26,133.01,125.0,132.92,43611.73,5592951.27,24
2019-06-13,LTCUSD,136.34,137.0,128.17,131.26,17789.62,2368305.16,24
2019-06-12,LTCUSD,136.26,144.13,130.75,136.34,31628.19,4365226.84,24
2019-06-11,LTCUSD,130.32,138.8,125.55,136.26,22993.92,3054853.21,24
2019-06-10,LTCUSD,115.29,132.0,112.54,130.32,40857.05,5157909.37,24
2019-06-09,LTCUSD,118.63,119.4,111.8,115.29,3438.24,396533.32,23
2019-06-08,LTCUSD,118.14,120.0,113.82,118.63,6451.05,748007.6,23
2019-06-07,LTCUSD,111.51,121.28,110.15,118.14,35475.96,4113161.73,23
2019-06-06,LTCUSD,103.74,112.31,101.09,111.51,10303.71,1099868.5,23
2019-06-05,LTCUSD,102.0,105.7,100.02,103.74,10934.34,1123674.28,23
2019-06-04,LTCUSD,106.27,106.35,97.65,102.0,22991.64,2352120.65,23
2019-06-03,LTCUSD,114.66,120.88,104.82,106.27,59312.22,6652801.95,23
2019-06-02,LTCUSD,112.94,116.83,111.72,114.66,3505.19,401843.6,22
2019-06-01,LTCUSD,113.21,115.96,111.12,112.94,10128.71,1150225.35,22
2019-05-31,LTCUSD,108.37,113.28,104.77,113.21,19343.47,2104954.7,22
2019-05-30,LTCUSD,114.71,120.87,102.0,108.37,51413.27,5769928.02,22
2019-05-29,LTCUSD,114.92,118.52,108.77,114.71,12646.93,1455395.67,22
2019-05-28,LTCUSD,116.2,118.42,111.7,114.92,12398.31,1419899.89,22
2019-05-27,LTCUSD,112.21,122.0,110.48,116.2,19065.7,2196372.48,22
2019-05-26,LTCUSD,102.85,114.77,99.7,112.21,15642.47,1673543.14,21
2019-05-25,LTCUSD,101.02,105.28,99.04,102.85,8579.0,881768.93,21
2019-05-24,LTCUSD,89.02,103.99,88.5,101.02,16782.24,1638244.81,21
2019-05-23,LTCUSD,87.9,89.88,84.8,89.02,5124.92,447626.12,21
2019-05-22,LTCUSD,91.19,92.37,85.55,87.9,22411.19,2004346.84,21
2019-05-21,LTCUSD,91.73,93.67,89.49,91.19,7676.79,702800.45,21
2019-05-20,LTCUSD,95.28,95.28,87.77,91.73,13111.58,1189920.93,21
2019-05-19,LTCUSD,87.2,97.32,86.32,95.28,6926.06,644043.15,20
2019-05-18,LTCUSD,90.11,90.94,85.39,87.2,3326.04,292769.39,20
2019-05-17,LTCUSD,95.9,97.69,82.76,90.11,25668.82,2309528.12,20
2019-05-16,LTCUSD,102.7,107.37,91.0,95.9,44179.78,4327866.01,20
2019-05-15,LTCUSD,91.56,107.28,90.67,102.7,38672.56,3804069.88,20
2019-05-14,LTCUSD,87.83,94.58,86.24,91.56,16517.45,1485760.86,20
2019-05-13,LTCUSD,84.57,93.51,84.53,87.83,48742.36,4353272.88,20
2019-05-12,LTCUSD,88.18,94.16,82.61,84.57,17227.04,1504044.42,19
2019-05-11,LTCUSD,77.65,96.0,76.42,88.18,21727.18,1918661.28,19
2019-05-10,LTCUSD,73.84,79.19,72.4,77.65,9572.34,725066.85,19
2019-05-09,LTCUSD,73.87,75.49,72.28,73.84,11448.81,842360.44,19
2019-05-08,LTCUSD,73.21,74.86,71.5,73.87,4713.98,344168.57,19
2019-05-07,LTCUSD,74.35,77.99,72.83,73.21,3513.5,264316.19,19
2019-05-06,LTCUSD,74.87,76.03,70.92,74.35,21852.48,1595915.12,19
2019-05-05,LTCUSD,76.94,77.45,74.58,74.87,6275.35,473738.81,18
2019-05-04,LTCUSD,77.89,81.51,73.51,76.94,9352.37,722938.73,18
2019-05-03,LTCUSD,72.41,79.5,72.0,77.89,11550.23,884973.2,18
2019-05-02,LTCUSD,72.57,75.5,71.5,72.41,13799.11,999689.86,18
2019-05-01,LTCUSD,73.22,74.66,71.2,72.57,3647.52,264297.3,18
2019-04-30,LTCUSD,66.43,73.9,66.43,73.22,9983.23,706753.28,18
2019-04-29,LTCUSD,67.91,68.4,65.1,66.43,5689.02,376755.64,18
2019-04-28,LTCUSD,70.74,71.87,66.96,67.91,9754.95,669572.99,17
2019-04-27,LTCUSD,71.39,74.76,70.21,70.74,1834.97,130125.26,17
2019-04-26,LTCUSD,70.72,73.35,68.94,71.39,5754.2,410097.23,17
2019-04-25,LTCUSD,73.37,74.6,68.98,70.72,14679.16,1043761.92,17
2019-04-24,LTCUSD,74.3,75.15,70.47,73.37,16816.45,1212159.16,17
2019-04-23,LTCUSD,76.92,79.57,74.0,74.3,9917.08,758740.57,17
2019-04-22,LTCUSD,77.55,78.31,75.71,76.92,7920.39,610130.54,17
2019-04-21,LTCUSD,81.46,82.19,73.57,77.55,14573.44,1125575.74,16
2019-04-20,LTCUSD,82.69,82.94,79.89,81.46,2521.29,204155.55,16
2019-04-19,LTCUSD,82.25,83.49,80.15,82.69,3249.01,266301.52,16
2019-04-18,LTCUSD,79.22,83.99,79.22,82.25,7243.1,593117.72,16
2019-04-17,LTCUSD,81.26,81.93,78.69,79.22,2925.69,233238.16,16
2019-04-16,LTCUSD,78.58,81.95,77.28,81.26,3727.48,297559.63,16
2019-04-15,LTCUSD,83.5,84.57,75.0,78.58,16217.77,1277601.97,16
2019-04-14,LTCUSD,78.13,83.67,76.5,83.5,3881.83,306341.61,15
2019-04-13,LTCUSD,79.23,82.4,76.5,78.13,2937.65,235816.47,15
2019-04-12,LTCUSD,79.61,80.74,75.35,79.23,6908.72,541906.15,15
2019-04-11,LTCUSD,88.61,88.73,75.37,79.61,24234.69,1932418.73,15
2019-04-10,LTCUSD,87.0,91.9,86.67,88.61,13203.55,1173827.67,15
2019-04-09,LTCUSD,89.61,89.63,84.1,87.0,5906.15,516718.64,15
2019-04-08,LTCUSD,91.99,94.79,86.77,89.61,11870.78,1061003.17,15
2019-04-07,LTCUSD,92.0,95.78,89.0,91.99,4393.76,403102.6,14
2019-04-06,LTCUSD,88.9,97.66,85.46,92.0,10461.91,957006.96,14
2019-04-05,LTCUSD,84.76,90.31,84.32,88.9,9084.24,799146.86,14
2019-04-04,LTCUSD,85.72,90.28,80.52,84.76,23211.87,1979498.9,14
2019-04-03,LTCUSD,77.39,99.59,75.51,85.72,113288.97,9765826.55,14
2019-04-02,LTCUSD,60.46,79.16,60.2,77.39,61111.32,4215437.02,14
2019-04-01,LTCUSD,60.3,60.75,59.97,60.46,4185.88,252662.22,14
2019-03-31,LTCUSD,60.33,60.5,59.71,60.3,1323.85,79612.77,13
2019-03-30,LTCUSD,61.22,61.41,59.75,60.33,3096.34,187292.94,13
2019-03-29,LTCUSD,60.19,61.24,59.93,61.22,5210.98,316651.46,13
2019-03-28,LTCUSD,61.37,61.37,60.0,60.19,5291.62,319110.72,13
2019-03-27,LTCUSD,58.46,61.52,58.32,61.37,12286.7,741522.06,13
2019-03-26,LTCUSD,58.86,58.86,57.4,58.46,6069.14,352783.05,13
2019-03-25,LTCUSD,59.46,60.08,57.82,58.86,5606.12,329258.25,13
2019-03-24,LTCUSD,60.73,60.73,58.81,59.46,2106.87,125286.07,12
2019-03-23,LTCUSD,59.25,61.2,59.04,60.73,6884.62,414288.86,12
2019-03-22,LTCUSD,58.34,59.49,58.0,59.25,2034.75,119572.66,12
2019-03-21,LTCUSD,60.09,60.47,57.15,58.34,4674.51,275014.49,12
2019-03-20,LTCUSD,59.33,60.4,56.95,60.09,5861.3,345992.57,12
2019-03-19,LTCUSD,59.04,59.69,58.33,59.33,5161.83,305001.08,12
2019-03-18,LTCUSD,60.32,62.13,57.9,59.04,9080.52,540271.42,12
2019-03-17,LTCUSD,60.89,61.1,59.47,60.32,2679.78,161472.57,11
2019-03-16,LTCUSD,58.4,61.54,58.17,60.89,8510.12,516497.99,11
2019-03-15,LTCUSD,55.67,58.52,55.53,58.4,8469.88,488620.89,11
2019-03-14,LTCUSD,55.11,57.7,53.2,55.67,8196.65,453347.99,11
2019-03-13,LTCUSD,56.16,56.65,54.32,55.11,4271.15,235969.47,11
2019-03-12,LTCUSD,54.72,56.93,52.17,56.16,6163.03,337992.03,11
2019-03-11,LTCUSD,56.4,57.41,53.75,54.72,10032.63,555291.68,11
2019-03-10,LTCUSD,57.77,57.99,55.61,56.4,5028.06,284859.19,10
2019-03-09,LTCUSD,55.2,58.81,55.2,57.77,12743.62,734069.53,10
2019-03-08,LTCUSD,56.39,57.99,53.88,55.2,20921.32,1176345.62,10
2019-03-07,LTCUSD,55.26,58.58,54.0,56.39,19489.37,1097568.81,10
2019-03-06,LTCUSD,52.49,56.38,51.41,55.26,20515.2,1099803.79,10
2019-03-05,LTCUSD,45.54,54.16,45.32,52.49,23100.25,1188118.95,10
2019-03-04,LTCUSD,47.57,48.39,44.67,45.54,4368.93,200825.28,10
2019-03-03,LTCUSD,48.83,49.74,47.08,47.57,4204.99,202608.65,9
2019-03-02,LTCUSD,48.7,49.75,46.1,48.83,1233.79,59274.33,9
2019-03-01,LTCUSD,45.36,49.0,44.67,48.7,8575.45,409640.29,9
2019-02-28,LTCUSD,45.09,47.42,44.55,45.36,7448.23,339776.96,9
2019-02-27,LTCUSD,44.65,45.5,42.59,45.09,6845.07,302472.35,9
2019-02-26,LTCUSD,45.43,45.76,44.17,44.65,5262.65,236734.03,9
2019-02-25,LTCUSD,43.65,47.7,43.21,45.43,8612.24,388933.05,9
2019-02-24,LTCUSD,51.03,53.97,42.57,43.65,27339.92,1267848.82,8
2019-02-23,LTCUSD,48.39,51.94,48.01,51.03,6626.65,338340.11,8
2019-02-22,LTCUSD,48.35,50.21,47.77,48.39,7061.57,344813.54,8
2019-02-21,LTCUSD,51.2,51.21,47.55,48.35,9043.32,441610.94,8
2019-02-20,LTCUSD,47.0,52.0,46.17,51.2,14485.35,719502.34,8
2019-02-19,LTCUSD,47.54,48.75,46.07,47.0,12759.31,606170.48,8
2019-02-18,LTCUSD,43.5,48.95,43.11,47.54,19653.38,902517.17,8
2019-02-17,LTCUSD,43.86,44.5,42.12,43.5,5843.48,251542.89,7
2019-02-16,LTCUSD,42.5,44.21,42.33,43.86,3579.33,155144.93,7
2019-02-15,LTCUSD,40.83,44.16,40.55,42.5,11997.9,504162.44,7
2019-02-14,LTCUSD,41.31,41.96,39.47,40.83,6205.34,251981.03,7
2019-02-13,LTCUSD,44.15,44.21,40.3,41.31,5628.94,232644.11,7
2019-02-12,LTCUSD,42.6,44.15,41.41,44.15,3316.19,143481.21,7
2019-02-11,LTCUSD,46.48,46.91,41.42,42.6,11190.25,488247.22,7
2019-02-10,LTCUSD,43.86,47.37,41.51,46.48,26680.89,1200197.18,6
2019-02-09,LTCUSD,42.33,45.99,41.9,43.86,18147.82,792933.31,6
2019-02-08,LTCUSD,32.78,44.44,32.59,42.33,71932.02,2781810.44,6
2019-02-07,LTCUSD,32.55,33.3,32.5,32.78,1619.8,53074.75,6
2019-02-06,LTCUSD,34.01,34.1,31.96,32.55,7763.08,251962.4,6
2019-02-05,LTCUSD,33.8,34.09,33.26,34.01,4645.97,156592.21,6
2019-02-04,LTCUSD,33.06,34.36,33.06,33.8,4057.42,136926.29,6
2019-02-03,LTCUSD,34.46,34.46,32.77,33.06,6637.13,222236.23,5
2019-02-02,LTCUSD,32.68,34.7,32.2,34.46,5499.29,184577.99,5
2019-02-01,LTCUSD,31.28,33.15,30.51,32.68,6394.18,203410.22,5
2019-01-31,LTCUSD,31.32,32.16,30.92,31.28,4697.19,146947.51,5
2019-01-30,LTCUSD,30.7,31.72,30.26,31.32,4405.34,136704.4,5
2019-01-29,LTCUSD,31.0,31.12,30.0,30.7,3407.22,104846.94,5
2019-01-28,LTCUSD,32.27,32.36,29.88,31.0,12739.73,393252.93,5
2019-01-27,LTCUSD,32.8,32.99,31.36,32.27,2271.06,72925.16,4
2019-01-26,LTCUSD,32.6,34.5,32.01,32.8,7858.58,259833.31,4
2019-01-25,LTCUSD,32.54,32.99,31.84,32.6,5724.46,185564.97,4
2019-01-24,LTCUSD,31.68,33.06,31.09,32.54,7457.48,242122.38,4
2019-01-23,LTCUSD,31.43,32.15,31.36,31.68,3304.3,105014.64,4
2019-01-22,LTCUSD,30.93,31.93,29.5,31.43,13695.84,421917.45,4
2019-01-21,LTCUSD,30.65,31.43,30.33,30.93,8116.69,249385.37,4
