labels_categories_0,transaction_count,holder_count,labels_country_origin
23,0,0,18
32,0,0,79
13,152.0,6.0,34
26,0,0,79
23,0,0,79
4,4683.0,3157.0,34
8,0,0,21
26,0,0,79
26,2618.0,338.0,79
13,2618.0,338.0,79
23,0,0,79
36,10524.0,2303.0,68
26,0,0,79
26,62436.0,43572.0,101
26,552.0,222.0,79
8,1591.0,698.0,63
26,1558.0,95.0,79
26,279.0,82.0,79
26,0,0,79
8,0,0,120
23,0,0,79
26,0,0,79
9,0,0,84
13,91707.0,12738.0,99
26,119639.0,11370.0,101
1,26371.0,1528.0,79
26,8116.0,3339.0,79
26,0,0,119
14,0,0,117
26,0,0,79
26,0,0,79
23,0,0,79
8,0,0,36
26,4382.0,2413.0,79
8,0,0,49
26,147841.0,104516.0,79
26,0,0,79
19,5449.0,2702.0,34
23,0,0,79
26,155456.0,61293.0,25
26,17860.0,11473.0,79
26,0,0,79
4,215411.0,28114.0,111
5,0,0,79
26,0,0,79
5,0,0,32
14,0,0,97
26,0,0,79
23,0,0,79
26,21328.0,14972.0,79
26,0,0,79
26,23016.0,5096.0,110
19,0,0,77
26,1119.0,116.0,79
26,0,0,79
26,0,0,79
4,29509.0,11826.0,79
3,121362.0,30491.0,111
32,2209.0,1157.0,39
8,0,0,111
8,0,0,79
26,0,0,6
8,0,0,81
26,107410.0,14503.0,79
26,0,0,79
21,0,0,65
8,0,0,79
26,0,0,31
26,20307.0,8524.0,79
4,0,0,111
26,950.0,155.0,79
26,0,0,79
26,18886.0,11255.0,23
26,0,0,79
32,2985.0,1736.0,56
29,9565.0,3200.0,101
26,0,0,79
8,14654.0,2778.0,39
14,1077.0,156.0,1
3,22042.0,5973.0,25
26,0,0,79
26,238193.0,35604.0,111
26,22194.0,3486.0,79
26,12876.0,844.0,34
26,0,0,79
13,6480.0,1200.0,101
26,10614.0,1179.0,79
26,0,0,79
26,208800.0,170617.0,79
26,0,0,79
26,4094.0,654.0,79
12,3759.0,2283.0,110
8,0,0,119
26,172095.0,112809.0,79
26,0,0,79
26,405651.0,44671.0,111
26,154.0,40.0,79
26,0,0,79
33,0,0,79
26,0,0,119
8,0,0,47
26,9416.0,379.0,79
7,33010.0,14019.0,81
7,17884.0,15426.0,79
3,25094.0,5665.0,101
26,0,0,79
13,13622.0,3725.0,110
8,5027.0,427.0,120
8,11939.0,2466.0,56
14,0,0,47
23,0,0,79
26,0,0,79
11,16350.0,8243.0,50
26,7420.0,3200.0,89
26,0,0,79
8,190.0,37.0,4
8,0,0,111
14,49387.0,21632.0,79
26,9737.0,3630.0,79
26,29696.0,4894.0,79
26,12191.0,1429.0,79
26,0,0,79
8,0.0,0.0,79
26,0,0,79
26,154.0,91.0,79
26,5601.0,2526.0,44
26,5691.0,1489.0,79
26,47034.0,18432.0,79
26,0,0,79
26,6982.0,2736.0,79
27,0,0,78
26,2521.0,1612.0,79
26,0,0,79
14,611.0,399.0,79
8,0.0,0.0,101
26,17579.0,9751.0,79
11,31109.0,25899.0,44
8,547.0,246.0,51
26,13382.0,1365.0,79
26,0,0,79
8,0,0,18
26,0,0,79
26,0,0,79
12,0,0,111
26,0,0,79
26,0,0,79
26,4828.0,2670.0,79
26,0,0,79
26,41928.0,669.0,79
26,156775.0,50507.0,79
26,0,0,79
10,0,0,9
26,30872.0,17153.0,79
26,71103.0,56326.0,101
26,0,0,79
26,0,0,79
8,3129.0,803.0,34
0,0,0,81
26,1078.0,510.0,79
33,447209.0,16713.0,101
8,193.0,114.0,77
26,0,0,79
4,56165.0,6637.0,23
5,2778.0,181.0,81
26,61812.0,52790.0,79
8,0,0,97
26,1692.0,829.0,79
0,11727.0,5802.0,101
26,10497.0,3315.0,79
26,0,0,79
23,0,0,79
26,0,0,79
26,2227.0,119.0,79
11,184122.0,127431.0,101
26,0,0,79
8,0,0,79
14,0,0,39
26,137774.0,5211.0,79
26,0,0,79
26,287416.0,18936.0,79
26,0,0,79
26,0,0,79
4,2639.0,238.0,111
27,39731.0,33147.0,101
32,812.0,156.0,101
26,0,0,79
26,0,0,79
10,164.0,115.0,39
26,0,0,29
26,10343.0,2578.0,102
14,0,0,99
26,6109.0,1263.0,79
26,937.0,429.0,41
26,24364.0,3353.0,79
23,0,0,79
8,0,0,38
26,15738.0,3287.0,79
26,26551.0,2769.0,79
7,0,0,79
4,35384.0,31381.0,21
26,0,0,10
26,0,0,79
26,104574.0,6222.0,79
26,7615.0,746.0,79
8,0,0,111
16,0,0,79
26,25836.0,3842.0,79
26,299.0,64.0,79
26,0,0,79
24,5209.0,5093.0,61
26,14191.0,8009.0,34
26,0,0,79
6,0,0,111
26,30687.0,1704.0,79
23,0,0,111
26,17369.0,5265.0,79
26,0,0,79
10,0,0,97
26,0,0,79
26,20938.0,2873.0,111
26,7347.0,1184.0,79
15,0,0,79
8,0,0,79
26,63049.0,10667.0,79
26,0,0,79
19,0,0,111
26,0,0,79
11,32973.0,21364.0,41
26,9529.0,4260.0,79
26,13.0,9.0,79
26,0,0,79
26,0,0,79
26,928.0,267.0,79
26,6454.0,3927.0,111
26,10641.0,1038.0,79
32,126149.0,21218.0,79
4,11267.0,7565.0,102
37,11903.0,2660.0,44
26,0,0,79
26,32.0,17.0,79
26,0,0,79
14,4945.0,2407.0,39
26,290686.0,91071.0,79
26,9912.0,3838.0,79
32,0,0,79
32,0,0,111
26,0,0,79
15,0,0,5
26,0,0,79
26,0,0,79
18,0,0,22
26,7489.0,3575.0,79
26,168084.0,97094.0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
15,0,0,79
15,0,0,75
15,0,0,79
26,5976.0,2345.0,61
26,0,0,79
26,0,0,79
26,4654.0,2089.0,79
8,0,0,111
8,0,0,79
12,1360.0,710.0,79
4,875.0,357.0,10
26,4.0,2.0,79
26,0.0,0.0,79
26,0,0,79
26,0,0,79
12,77.0,25.0,79
4,112228.0,91495.0,20
26,10007.0,1923.0,79
26,0,0,79
26,7240.0,1811.0,79
8,4950.0,1218.0,101
26,0,0,79
8,106.0,38.0,107
8,28672.0,27586.0,39
26,417.0,55.0,79
4,11575.0,9082.0,39
26,5169.0,2580.0,79
15,0,0,37
26,3924.0,1038.0,31
26,21673.0,12781.0,79
26,2459.0,900.0,97
26,47743.0,18874.0,23
21,147.0,25.0,75
13,17932.0,6316.0,65
26,4718.0,884.0,79
26,3856.0,927.0,39
26,20197.0,3766.0,23
18,0,0,111
8,1133.0,867.0,47
13,17368.0,6376.0,79
12,128237.0,2084.0,79
32,0,0,79
26,54122.0,48037.0,79
8,0,0,51
32,0,0,23
26,0,0,79
26,0,0,79
26,18645.0,2451.0,79
26,2197.0,349.0,39
26,8278.0,577.0,79
37,743.0,133.0,53
8,1684.0,558.0,107
33,9088.0,7353.0,77
26,6654.0,3570.0,23
26,433.0,199.0,69
8,0,0,101
5,0,0,10
14,967.0,439.0,23
26,1076.0,126.0,79
33,32581.0,1601.0,97
26,14312.0,7553.0,111
5,673.0,234.0,39
26,19178.0,1652.0,79
8,101521.0,62331.0,22
7,0,0,61
12,6063.0,552.0,79
8,9732.0,3788.0,75
26,0,0,79
26,0,0,79
26,59278.0,415.0,79
26,331540.0,164812.0,34
15,9800.0,1943.0,63
26,175114.0,28500.0,79
26,75903.0,43949.0,79
14,156.0,93.0,51
26,43932.0,23936.0,79
26,0,0,79
26,12636.0,9753.0,79
26,0,0,79
26,0,0,111
27,7663.0,4323.0,89
8,0,0,79
5,810.0,26.0,36
26,0,0,79
8,13540.0,9927.0,79
26,3484.0,833.0,79
5,810.0,177.0,79
26,0.0,0.0,79
26,795.0,241.0,81
4,445.0,129.0,15
38,18308.0,1929.0,79
26,0,0,79
26,67737.0,22868.0,22
14,94479.0,8183.0,79
26,0,0,111
24,0,0,79
26,40479.0,5582.0,79
14,23433.0,4946.0,105
8,7469.0,1444.0,56
26,0,0,79
26,0,0,79
26,62792.0,60257.0,79
33,0,0,25
26,8009.0,1904.0,79
26,0,0,79
9,0,0,79
13,4074.0,1971.0,79
29,24083.0,4806.0,79
23,0,0,79
5,0,0,49
28,14013.0,2648.0,79
8,0,0,39
26,0,0,79
26,7.0,2.0,79
26,0,0,39
23,0,0,51
32,0,0,79
8,0,0,111
26,0,0,79
7,24953.0,6105.0,23
4,0,0,97
26,42089.0,6062.0,79
5,0,0,79
23,0,0,79
9,1987.0,768.0,79
15,0,0,56
26,0,0,79
26,0,0,79
26,2699.0,362.0,79
26,8812.0,2012.0,79
33,0,0,79
26,7655.0,3535.0,34
29,8678.0,2372.0,111
26,0,0,79
3,27292.0,19186.0,79
26,3996.0,1356.0,79
26,1620.0,486.0,79
26,1207.0,379.0,79
32,0,0,79
26,1543.0,495.0,79
6,89132.0,2518.0,95
26,0,0,79
4,386.0,43.0,81
26,2511.0,353.0,79
26,11600.0,5223.0,79
26,0,0,79
12,188001.0,141366.0,79
26,0,0,79
34,0,0,79
26,84502.0,6265.0,19
26,0,0,79
26,421.0,91.0,79
12,582.0,121.0,79
26,13893.0,4512.0,1
16,13583.0,6148.0,39
26,0,0,79
26,0,0,79
26,0,0,22
26,0,0,79
13,2292.0,2110.0,79
8,0,0,56
26,49290.0,46733.0,79
13,35801.0,672.0,79
26,0,0,79
26,0,0,79
26,0,0,79
8,0,0,10
26,5213.0,805.0,79
8,0,0,39
26,12248.0,11127.0,79
27,923.0,37.0,61
23,0,0,79
18,6776.0,1701.0,75
26,39339.0,4140.0,79
0,56812.0,5558.0,39
13,213.0,73.0,79
14,0,0,106
26,0,0,79
19,277.0,71.0,23
26,22.0,11.0,79
13,1491.0,554.0,111
26,11770.0,3978.0,101
13,5974.0,404.0,79
26,43.0,21.0,90
8,0,0,44
26,0,0,79
36,0,0,111
26,0,0,79
26,0,0,79
26,287.0,29.0,79
26,3904.0,640.0,79
8,0,0,79
0,0,0,101
9,3086.0,12.0,101
26,0,0,79
4,0,0,22
26,3.0,2.0,44
8,16170.0,14885.0,107
14,0,0,79
33,1750.0,864.0,28
26,1461.0,36.0,79
26,28445.0,6447.0,28
26,0,0,79
26,0,0,79
8,664.0,502.0,18
26,16576.0,1953.0,10
8,12549.0,2539.0,47
26,2806.0,2244.0,79
14,0,0,103
26,0,0,79
26,0,0,79
8,23424.0,4660.0,101
14,13488.0,1353.0,111
13,0,0,79
26,0,0,79
26,5277.0,679.0,79
14,0,0,79
33,0,0,81
26,22524.0,2901.0,7
26,0,0,79
26,324.0,78.0,79
26,1546.0,665.0,79
26,13242.0,3537.0,26
13,5605.0,1031.0,79
26,18935.0,1601.0,79
26,81089.0,77778.0,79
18,29505.0,1839.0,111
26,107.0,95.0,79
26,0,0,79
26,0,0,79
23,0,0,79
26,0,0,79
26,5833.0,1797.0,79
26,0,0,39
24,25866.0,3703.0,101
26,0,0,79
26,4449.0,412.0,79
30,73.0,50.0,34
26,30805.0,15840.0,79
26,91714.0,50709.0,25
14,15110.0,7033.0,39
26,0,0,79
26,3826.0,1398.0,79
14,15291.0,6254.0,36
26,0,0,79
26,0,0,30
5,0,0,47
26,0,0,79
11,0,0,39
8,59660.0,10418.0,14
26,2560.0,1016.0,89
26,0,0,79
4,3446.0,2944.0,22
26,0,0,38
23,0,0,79
19,84383.0,44490.0,23
26,0,0,79
23,0,0,79
26,78060.0,3452.0,79
27,11222.0,7139.0,81
14,83449.0,13220.0,101
8,11224.0,6347.0,39
26,0.0,0.0,79
26,0,0,79
26,0,0,79
14,60506.0,20765.0,4
26,5069.0,980.0,75
26,0,0,79
26,54.0,23.0,79
5,23711.0,12066.0,14
15,404974.0,65394.0,79
26,31265.0,15121.0,79
3,2048.0,760.0,78
15,0,0,48
26,0,0,79
14,0,0,79
11,0,0,111
26,18661.0,3595.0,79
26,2304.0,316.0,101
32,0,0,61
26,0,0,79
5,0,0,79
26,0,0,79
27,5881.0,808.0,120
14,41052.0,8538.0,23
26,0,0,79
8,400.0,173.0,39
26,26581.0,3358.0,101
14,0,0,111
26,0,0,79
26,0,0,79
5,0,0,39
23,0,0,79
5,0,0,97
26,18565.0,8823.0,44
26,15804.0,2574.0,79
26,0,0,79
8,0,0,31
26,0,0,79
31,113145.0,49942.0,75
26,697.0,129.0,79
12,121594.0,12931.0,25
26,0,0,79
26,1836.0,319.0,79
26,802.0,89.0,79
8,0,0,111
26,0,0,79
26,39.0,11.0,79
26,90485.0,59523.0,79
26,1619.0,1280.0,79
8,71957.0,25413.0,47
12,14172.0,4000.0,111
12,0,0,47
12,4729.0,1122.0,99
8,4729.0,12368.0,61
26,0,0,79
0,4729.0,2406.0,34
23,0,0,111
26,0,0,79
26,10866.0,10603.0,79
26,0,0,79
8,3120.0,1126.0,47
26,0,0,79
4,16718.0,3757.0,44
26,0,0,79
26,1678.0,689.0,10
26,0,0,79
26,0,0,79
26,0,0,48
13,0,0,79
26,11191.0,3262.0,79
26,1693.0,205.0,79
26,0,0,79
8,0,0,79
26,0,0,61
35,62117.0,2770.0,79
26,1878.0,100.0,79
26,36751.0,12341.0,79
26,1151.0,249.0,79
31,1169.0,327.0,63
26,988.0,174.0,79
26,79228.0,39801.0,79
26,20404.0,607.0,79
26,931.0,496.0,79
37,7695.0,5660.0,101
8,589.0,445.0,104
4,0,0,111
26,5614.0,2446.0,111
26,77619.0,6935.0,97
8,0,0,79
26,93990.0,83282.0,79
26,2254.0,318.0,79
26,0,0,10
8,0,0,79
5,0,0,97
12,0.0,0.0,79
5,1515.0,679.0,79
29,27545.0,9928.0,79
15,0,0,49
26,0,0,79
26,0,0,79
26,0,0,79
26,307.0,204.0,79
26,0,0,79
9,0,0,79
26,314000.0,115463.0,44
23,0,0,79
26,21556.0,652.0,79
26,3470.0,939.0,75
26,5960.0,3589.0,79
23,0,0,79
26,0,0,79
26,0,0,79
26,4211.0,1599.0,111
26,23600.0,9558.0,111
26,0,0,79
26,0,0,79
26,0,0,79
8,0,0,25
26,0,0,79
26,0,0,79
18,174.0,80.0,81
26,44511.0,11441.0,79
8,0,0,81
26,2042.0,567.0,23
8,168.0,41.0,14
14,0,0,111
26,2500.0,1864.0,79
26,124051.0,58423.0,79
26,0,0,79
14,608.0,234.0,39
26,18246.0,8318.0,63
9,6172.0,1379.0,72
7,4594.0,2125.0,39
13,7715.0,3835.0,41
7,510.0,192.0,23
26,9786.0,97.0,79
23,0,0,79
8,9939.0,2542.0,101
26,543.0,303.0,79
33,155491.0,10637.0,31
0,725.0,466.0,55
26,6299.0,3582.0,23
23,0,0,79
8,0,0,47
4,0,0,60
9,7686.0,238.0,78
26,0,0,24
38,18385.0,10961.0,101
26,151.0,46.0,79
26,873.0,310.0,79
26,57004.0,7842.0,10
26,0,0,79
26,3391.0,405.0,79
26,0,0,79
15,0,0,97
8,33539.0,5637.0,79
26,0,0,79
26,6840.0,5658.0,79
18,10985.0,1850.0,10
8,0,0,101
26,1.0,2.0,79
26,0,0,79
1,19874.0,5243.0,97
26,0,0,79
23,0,0,79
5,376.0,23.0,107
26,0,0,79
26,44.0,22.0,79
26,111032.0,11078.0,79
26,0,0,79
26,0,0,79
26,610.0,153.0,79
26,0,0,79
29,46468.0,13316.0,39
26,0,0,79
26,1523.0,242.0,79
5,626.0,247.0,25
26,558.0,448.0,79
7,0,0,31
18,9496.0,3587.0,101
26,0,0,79
26,5712.0,3183.0,49
8,0,0,39
26,0,0,79
26,0,0,79
26,15099.0,2851.0,79
8,0,0,18
26,0,0,111
26,0,0,79
8,923.0,47.0,115
26,578.0,76.0,79
26,0,0,79
7,10142.0,4153.0,56
8,0,0,111
26,352.0,67.0,79
26,0,0,79
8,0,0,79
8,0,0,79
26,17789.0,6761.0,79
26,0,0,79
26,3439.0,1282.0,79
4,0,0,111
26,2893.0,1040.0,39
5,15907.0,11673.0,80
26,13539.0,3076.0,79
37,0,0,79
26,0,0,79
8,0,0,79
12,3564.0,1873.0,61
16,23.0,9.0,111
26,0,0,79
26,0,0,79
26,265.0,228.0,87
26,617201.0,305717.0,101
26,0,0,79
26,20485.0,1219.0,79
26,2995.0,119.0,79
26,663.0,189.0,79
26,49664.0,25453.0,79
23,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,5229.0,2647.0,79
26,20724.0,9633.0,79
26,1022.0,438.0,79
8,0,0,79
3,0,0,79
26,0,0,79
26,21754.0,3443.0,97
26,4348.0,522.0,79
26,6193.0,647.0,79
5,1309.0,873.0,111
26,0,0,79
26,82693.0,3158.0,79
26,8800.0,2410.0,79
26,0,0,79
8,30949.0,2296.0,56
26,15.0,8.0,101
26,0,0,79
26,0,0,79
26,8935.0,5907.0,79
34,0,0,10
26,0,0,79
3,0,0,101
4,0,0,38
26,36028.0,2211.0,79
26,2725.0,478.0,79
26,0,0,79
26,167.0,68.0,79
23,0,0,79
8,0,0,79
32,2407.0,804.0,105
26,413.0,159.0,79
26,30838.0,9793.0,79
26,12561.0,6992.0,101
26,156067.0,142995.0,79
26,0,0,79
26,208.0,114.0,79
26,0,0,79
6,2231.0,1294.0,79
9,44146.0,9140.0,10
8,0,0,44
38,0,0,111
26,9069.0,2075.0,79
26,26511.0,21646.0,79
26,0,0,79
29,0,0,21
19,0,0,23
26,1553.0,713.0,79
26,16259.0,12301.0,79
26,0,0,79
26,530546.0,51699.0,79
26,58.0,2.0,79
26,540.0,158.0,97
26,0,0,79
5,236.0,184.0,22
29,0,0,111
14,538.0,169.0,44
14,0,0,39
5,68756.0,21847.0,101
23,0,0,79
23,0,0,79
8,0,0,81
26,0,0,79
26,0,0,79
1,26266.0,10546.0,78
26,3695.0,1204.0,101
6,0,0,115
6,0,0,111
6,1736.0,212.0,95
6,22.0,14.0,97
23,0,0,79
26,0,0,82
8,0,0,120
23,0,0,79
23,0,0,79
26,6607.0,2915.0,31
33,2505.0,286.0,63
26,139171.0,5706.0,79
29,165816.0,68200.0,101
14,25675.0,11933.0,23
8,0,0,111
26,6139.0,132.0,79
26,1985.0,756.0,79
26,0,0,79
26,812.0,140.0,79
26,0,0,79
26,0,0,79
26,0.0,0.0,79
8,55144.0,5072.0,25
15,0,0,39
23,0,0,79
8,0,0,101
26,156022.0,63707.0,79
24,0,0,111
26,22601.0,6414.0,79
32,3505.0,2948.0,39
5,3451.0,1562.0,111
26,0,0,79
26,44111.0,2261.0,79
26,30648.0,9959.0,79
26,0,0,79
26,25051.0,4082.0,79
26,0,0,79
26,6381.0,1493.0,79
26,0,0,79
26,67838.0,16468.0,79
26,347.0,78.0,79
26,0,0,79
14,44.0,16.0,79
26,20286.0,10621.0,75
26,0,0,79
26,0,0,79
5,0,0,79
8,0,0,25
23,0.0,0.0,101
15,0,0,111
12,13422.0,8286.0,79
5,27985.0,14563.0,39
26,0,0,79
26,0,0,79
24,19146.0,8256.0,23
16,0,0,54
4,0,0,75
26,95174.0,73640.0,79
26,682363.0,15048.0,79
26,1531.0,48.0,79
8,0,0,75
26,7389.0,2401.0,79
24,8952.0,1060.0,39
12,94.0,35.0,32
8,0,0,79
29,0,0,111
26,0,0,79
5,7440.0,4071.0,80
24,10481.0,2110.0,101
14,45413.0,20128.0,39
26,6857.0,2226.0,79
26,0,0,79
14,75667.0,5827.0,39
16,57240.0,15002.0,44
6,11549.0,8365.0,101
26,0,0,79
26,5844.0,2749.0,79
26,0,0,79
13,332278.0,8662.0,79
26,69424.0,35652.0,22
26,593.0,190.0,79
28,0,0,79
0,4416.0,2221.0,79
6,0,0,46
8,28415.0,5744.0,75
26,0,0,61
4,0,0,97
26,91716.0,8550.0,79
11,48.0,24.0,39
26,7538.0,2759.0,9
26,6503.0,2901.0,101
32,0,0,10
26,3420.0,2138.0,79
26,0,0,79
14,16593.0,7102.0,34
26,0,0,79
8,37664.0,30086.0,34
7,2319.0,1819.0,32
26,0,0,79
26,0,0,79
26,76564.0,3156.0,79
8,0,0,111
26,0,0,79
1,743.0,29.0,79
3,2569.0,565.0,74
26,26492.0,6610.0,64
8,0,0,26
27,32483.0,17695.0,23
26,0,0,79
13,0,0,79
26,1141.0,171.0,79
8,0,0,111
5,9923.0,9369.0,77
26,0,0,79
26,28.0,9.0,61
13,7709.0,1675.0,79
26,10962.0,3309.0,101
26,126.0,11.0,115
4,21.0,8.0,61
26,35145.0,5329.0,79
26,1696.0,568.0,79
26,0.0,0.0,79
1,1762.0,32.0,79
26,21263.0,1533.0,79
26,118354.0,9248.0,79
26,800.0,83.0,79
26,198153.0,155202.0,79
5,164.0,121.0,110
12,0,0,39
23,0,0,79
26,756803.0,112624.0,79
26,134532.0,61191.0,79
26,0,0,79
24,0,0,79
1,143.0,11.0,79
10,1118.0,434.0,79
39,16589.0,11987.0,39
3,112.0,101.0,75
26,0,0,79
18,0,0,97
4,0,0,79
8,85.0,40.0,101
26,0,0,79
8,0,0,10
26,0,0,79
8,3286.0,1504.0,79
8,18931.0,1532.0,101
26,0,0,79
26,0,0,79
26,88838.0,18555.0,89
6,0,0,87
26,0,0,51
26,223217.0,132834.0,79
19,85646.0,62674.0,101
26,0,0,79
8,10497.0,2690.0,111
26,22541.0,3764.0,79
26,0,0,79
26,23528.0,2880.0,79
5,33247.0,25505.0,101
13,0,0,79
26,4071.0,731.0,79
26,0,0,79
26,1111.0,413.0,79
26,0,0,79
9,2116.0,446.0,101
26,64821.0,8445.0,79
4,2442.0,1916.0,100
26,0,0,79
26,0,0,79
8,0,0,111
26,22417.0,19081.0,79
26,0,0,79
26,54099.0,10667.0,111
26,4668.0,3008.0,79
14,1230.0,619.0,101
23,0,0,79
26,12579.0,10944.0,34
16,1349.0,569.0,39
16,3781.0,883.0,39
26,4758.0,3628.0,79
32,0,0,79
26,160992.0,16481.0,79
26,54413.0,51361.0,79
26,55467.0,42686.0,79
3,36929.0,12808.0,63
23,0,0,79
26,83261.0,59476.0,79
5,10898.0,3314.0,65
26,28173.0,3622.0,61
26,482.0,144.0,36
26,141275.0,104904.0,79
26,102401.0,69803.0,79
26,0,0,79
26,2553.0,807.0,79
19,133949.0,35113.0,111
28,0,0,39
14,0,0,9
9,0,0,34
4,9856.0,4536.0,101
26,0,0,79
9,0,0,81
26,0,0,79
26,0,0,79
19,193.0,89.0,119
19,9169.0,956.0,36
23,0,0,79
27,0.0,0.0,31
26,0,0,79
0,21757.0,2718.0,99
8,0,0,34
26,30465.0,3233.0,111
14,10810.0,3285.0,63
26,273.0,97.0,79
8,0,0,111
26,0,0,79
23,0,0,79
26,152213.0,124147.0,79
8,0,0,79
26,33753.0,3662.0,79
26,0,0,79
32,0,0,79
26,116878.0,21887.0,79
26,12317.0,1292.0,79
4,156258.0,12860.0,111
37,0,0,101
26,0,0,79
8,7173.0,2710.0,44
26,56466.0,12218.0,79
26,29963.0,7080.0,79
26,10415.0,3573.0,23
23,0,0,79
26,632.0,37.0,79
8,0,0,115
26,0,0,79
26,0,0,79
26,0,0,79
8,2878.0,667.0,44
12,277.0,146.0,79
26,21026.0,14321.0,111
26,1666.0,183.0,79
8,0,0,54
26,0,0,79
26,0,0,79
26,0,0,79
1,501.0,21.0,79
26,140.0,66.0,79
12,128.0,36.0,101
18,20331.0,5396.0,66
26,544.0,177.0,79
26,60353.0,41718.0,79
26,153.0,17.0,79
26,0,0,79
7,0,0,94
10,59707.0,53718.0,101
1,274.0,16.0,79
4,0,0,79
26,35541.0,20233.0,101
14,3426.0,1592.0,116
8,513.0,267.0,18
26,0,0,79
26,27401.0,8566.0,101
26,541.0,130.0,79
26,0,0,79
26,7596.0,1523.0,79
12,5048.0,4901.0,80
26,21433.0,11362.0,79
24,36042.0,8219.0,101
26,2478.0,379.0,79
26,0,0,79
13,14410.0,4029.0,79
8,43436.0,8139.0,23
1,2135.0,1623.0,20
26,0,0,79
26,0,0,79
26,95756.0,74254.0,79
19,53885.0,2930.0,101
4,14066.0,8010.0,9
26,4396.0,1597.0,79
26,0,0,79
26,0,0,79
19,1018.0,711.0,107
23,0,0,79
26,11449.0,1917.0,79
26,781.0,113.0,79
26,0,0,79
26,0,0,79
9,4046.0,995.0,99
8,16079.0,2653.0,39
26,0,0,79
6,494.0,363.0,107
26,4550.0,978.0,79
21,2874.0,1629.0,61
26,94518.0,82846.0,79
5,0,0,18
26,0,0,79
26,1688.0,849.0,79
26,0,0,51
23,0,0,1
23,0,0,79
26,34.0,9.0,79
8,19341.0,1793.0,111
26,490.0,110.0,79
13,83723.0,53835.0,79
26,76225.0,31972.0,79
13,0,0,79
26,0,0,79
24,0,0,79
26,0.0,0.0,79
26,0,0,79
8,0,0,79
26,0,0,120
8,0,0,120
26,0,0,79
26,11958.0,1894.0,79
37,32454.0,22377.0,23
26,0,0,79
26,928.0,556.0,79
26,0,0,79
26,0,0,111
26,133589.0,22123.0,79
4,0,0,79
26,588.0,20.0,79
26,15001.0,3919.0,34
5,0,0,79
26,11332.0,8182.0,111
14,40519.0,19576.0,97
14,7357.0,3615.0,79
7,495577.0,48974.0,22
26,5659.0,4872.0,79
14,4958.0,2019.0,113
5,0,0,117
6,2888.0,2007.0,1
26,7474.0,2857.0,79
26,100189.0,25739.0,79
26,6248.0,1081.0,79
24,42.0,13.0,97
26,27666.0,14561.0,79
14,15994.0,8522.0,101
26,0,0,79
32,0,0,56
14,722.0,286.0,56
13,15264.0,3810.0,79
26,1528.0,1095.0,79
26,9044.0,2857.0,38
11,0,0,81
26,2114.0,364.0,79
26,5904.0,3890.0,111
26,78.0,15.0,79
23,0,0,81
26,466.0,208.0,79
26,30805.0,15840.0,79
26,0,0,79
23,0,0,79
26,0,0,79
26,0,0,39
22,0,0,97
28,0,0,79
26,0,0,81
8,7127.0,3751.0,23
26,0,0,9
26,16443.0,6208.0,44
5,4226.0,3906.0,44
8,0,0,79
26,4726.0,161.0,79
26,0,0,56
12,0,0,61
23,0,0,79
23,0,0,79
23,0,0,79
26,0,0,79
8,7650.0,5564.0,60
8,0,0,60
26,13365.0,4799.0,38
32,63390.0,55986.0,99
26,1314.0,202.0,79
8,0,0,39
9,0,0,119
12,4186.0,1215.0,61
26,1716.0,157.0,79
26,4942.0,882.0,79
26,5240.0,707.0,79
13,121552.0,59554.0,79
26,23142.0,4694.0,79
26,1555.0,547.0,79
26,0,0,79
26,0,0,79
28,0,0,79
11,2264.0,1291.0,79
13,542088.0,54608.0,79
26,1.0,2.0,79
18,4727.0,2437.0,56
26,171.0,120.0,79
26,0,0,79
26,18394.0,14784.0,79
18,338768.0,11369.0,101
26,5191.0,348.0,79
26,0,0,79
5,45238.0,8070.0,23
12,4900.0,2777.0,81
4,23924.0,3578.0,111
26,0,0,79
26,0,0,79
23,0,0,79
26,4378.0,192.0,79
26,100364.0,66410.0,111
13,32826.0,4341.0,101
26,23.0,5.0,79
26,0,0,79
26,0,0,79
26,20536.0,819.0,79
5,32535.0,7066.0,41
26,0,0,79
23,0,0,79
26,6582.0,503.0,79
26,6582.0,3882.0,79
26,0,0,79
26,0,0,78
26,0,0,79
26,6582.0,1099.0,79
26,0.0,20.0,79
12,0,0,39
26,0,0,47
15,0,0,79
26,24567.0,1750.0,101
5,0,0,95
26,0,0,79
26,24567.0,1504.0,79
26,27567.0,5288.0,39
8,362.0,95.0,39
14,41372.0,18714.0,101
12,106.0,17.0,14
26,0,0,79
26,0,0,79
26,0,0,79
14,1636.0,1160.0,34
26,0,0,79
26,0,0,79
4,1292.0,446.0,34
14,0,0,31
8,0,0,111
26,0,0,79
26,0,0,79
5,179080.0,31359.0,101
26,0,0,79
26,179080.0,4462.0,79
26,0,0,79
26,0,0,79
26,179080.0,3476.0,79
26,0,0,79
6,144.0,60.0,81
8,0,0,38
26,0,0,79
23,0,0,79
26,144.0,1648.0,101
24,144.0,16132.0,44
26,0,0,18
26,0,0,79
26,31476.0,7997.0,79
26,0,0,79
26,0,0,79
21,0,0,79
19,44938.0,9578.0,25
26,3528.0,2055.0,79
8,0,0,79
